0.46063232,-0.19567871,9.911285
0.46063232,-0.19328308,9.913666
0.46542358,-0.19807434,9.90889
0.4534607,-0.20765686,9.906494
0.46063232,-0.20046997,9.918457
0.48936462,-0.15737915,9.923248
0.46063232,-0.19567871,9.916061
0.47740173,-0.19567871,9.894516
0.4247284,-0.21722412,9.906494
0.43190002,-0.21961975,9.923248
0.45584106,-0.19807434,9.90889
0.4750061,-0.18609619,9.911285
0.46302795,-0.18371582,9.913666
0.43429565,-0.22441101,9.916061
0.4750061,-0.17652893,9.925644
0.45106506,-0.2028656,9.90889
0.4750061,-0.18132019,9.918457
0.4678192,-0.18609619,9.906494
0.45584106,-0.21005249,9.9040985
0.47261047,-0.17892456,9.896912
0.4534607,-0.20526123,9.911285
0.45106506,-0.19328308,9.916061
0.47021484,-0.18132019,9.911285
0.46063232,-0.2028656,9.906494
0.4678192,-0.18609619,9.911285
0.4678192,-0.18609619,9.916061
0.44387817,-0.20046997,9.913666
0.4678192,-0.17892456,9.90889
0.45584106,-0.20765686,9.913666
0.4534607,-0.2028656,9.901703
0.47021484,-0.19088745,9.90889
0.4582367,-0.19567871,9.90889
0.46542358,-0.19088745,9.911285
0.46542358,-0.20046997,9.913666
0.46542358,-0.19328308,9.90889
0.4534607,-0.20046997,9.916061
0.45106506,-0.19807434,9.913666
0.46542358,-0.18371582,9.923248
0.4534607,-0.21005249,9.913666
0.4582367,-0.18371582,9.906494
0.4582367,-0.19567871,9.9040985
0.4582367,-0.19567871,9.90889
0.45106506,-0.19567871,9.90889
0.46302795,-0.19088745,9.916061
0.45106506,-0.19807434,9.923248
0.45584106,-0.20046997,9.901703
0.46302795,-0.19567871,9.911285
0.4582367,-0.19807434,9.9040985
0.46063232,-0.19567871,9.920853
0.4678192,-0.18849182,9.918457
0.44866943,-0.19567871,9.918457
0.4582367,-0.19088745,9.925644
0.46063232,-0.19328308,9.911285
0.4534607,-0.20765686,9.913666
0.47261047,-0.18132019,9.918457
0.45106506,-0.21243286,9.90889
0.4678192,-0.19328308,9.899307
0.45584106,-0.20765686,9.918457
0.4750061,-0.19088745,9.913666
0.46063232,-0.20046997,9.9040985
0.45106506,-0.19807434,9.918457
0.47021484,-0.18371582,9.916061
0.45106506,-0.21005249,9.916061
0.46542358,-0.20526123,9.916061
0.46542358,-0.18849182,9.913666
0.45584106,-0.20765686,9.89212
0.46542358,-0.19328308,9.90889
0.44866943,-0.19807434,9.916061
0.4582367,-0.2028656,9.9040985
0.46063232,-0.2028656,9.906494
0.44866943,-0.19328308,9.90889
0.46542358,-0.19328308,9.916061
0.4582367,-0.19328308,9.90889
0.45106506,-0.2028656,9.913666
0.46063232,-0.19328308,9.920853
0.45106506,-0.20046997,9.9040985
0.45584106,-0.20046997,9.901703
0.45584106,-0.19088745,9.923248
0.46302795,-0.20765686,9.906494
0.45584106,-0.18849182,9.916061
0.47021484,-0.19807434,9.901703
0.45584106,-0.2028656,9.920853
0.4462738,-0.2028656,9.911285
0.45584106,-0.2028656,9.916061
0.44866943,-0.19088745,9.899307
0.46542358,-0.19567871,9.911285
0.45106506,-0.19807434,9.901703
0.4582367,-0.18371582,9.913666
0.4582367,-0.19807434,9.899307
0.4534607,-0.19328308,9.913666
0.45106506,-0.19328308,9.906494
0.46542358,-0.19807434,9.906494
0.45584106,-0.18849182,9.918457
0.45584106,-0.19088745,9.911285
0.4534607,-0.19567871,9.911285
0.46302795,-0.19328308,9.90889
0.4582367,-0.19088745,9.913666
0.46542358,-0.19328308,9.901703
0.4534607,-0.20046997,9.916061
0.4678192,-0.19088745,9.911285
0.46063232,-0.18609619,9.911285
0.45584106,-0.2028656,9.90889
0.46302795,-0.19567871,9.916061
0.44148254,-0.21243286,9.916061
0.4678192,-0.20046997,9.899307
0.48217773,-0.18132019,9.901703
0.41275024,-0.24356079,9.911285
0.47979736,-0.18371582,9.90889
0.4678192,-0.1741333,9.906494
0.46063232,-0.21482849,9.901703
0.46542358,-0.19567871,9.916061
0.46542358,-0.19088745,9.916061
0.45584106,-0.19807434,9.9040985
0.45106506,-0.19328308,9.911285
0.45584106,-0.18371582,9.916061
0.46542358,-0.19567871,9.920853
0.46302795,-0.19088745,9.899307
0.4390869,-0.21005249,9.899307
0.47261047,-0.18849182,9.916061
0.4462738,-0.20526123,9.90889
0.4534607,-0.21243286,9.916061
0.4582367,-0.18371582,9.920853
0.46063232,-0.18609619,9.90889
0.45106506,-0.19567871,9.913666
0.46542358,-0.19088745,9.916061
0.4582367,-0.20046997,9.90889
0.46542358,-0.18849182,9.906494
0.44148254,-0.20765686,9.9040985
0.4678192,-0.20046997,9.906494
0.46542358,-0.18849182,9.90889
0.46542358,-0.19807434,9.920853
0.46302795,-0.20765686,9.911285
0.46542358,-0.18849182,9.911285
