0.46302795,-0.2028656,9.9040985
0.46542358,-0.19567871,9.913666
0.4582367,-0.19328308,9.916061
0.4582367,-0.19807434,9.9040985
0.46542358,-0.19328308,9.90889
0.45584106,-0.20526123,9.918457
0.45584106,-0.19328308,9.913666
0.46542358,-0.19088745,9.911285
0.4534607,-0.20526123,9.911285
0.4582367,-0.19567871,9.916061
0.46063232,-0.19567871,9.899307
0.46063232,-0.20046997,9.911285
0.46063232,-0.20046997,9.911285
0.44866943,-0.19807434,9.901703
0.4534607,-0.20765686,9.9040985
0.46302795,-0.18609619,9.906494
0.46302795,-0.19088745,9.906494
0.45584106,-0.19328308,9.90889
0.46302795,-0.20046997,9.913666
0.4678192,-0.20046997,9.916061
0.45584106,-0.20526123,9.916061
0.4582367,-0.19088745,9.918457
0.46302795,-0.19328308,9.9040985
0.45584106,-0.2028656,9.916061
0.4534607,-0.19807434,9.911285
0.47021484,-0.18849182,9.901703
0.46063232,-0.20046997,9.913666
0.4582367,-0.19328308,9.923248
0.46063232,-0.19328308,9.925644
0.47021484,-0.19567871,9.906494
0.46063232,-0.19807434,9.90889
0.46063232,-0.20765686,9.9040985
0.45584106,-0.19567871,9.896912
0.4582367,-0.19567871,9.916061
0.46542358,-0.19567871,9.918457
0.46542358,-0.19567871,9.920853
0.45584106,-0.19807434,9.899307
0.47261047,-0.18849182,9.913666
0.46063232,-0.19088745,9.913666
0.4582367,-0.19807434,9.911285
0.46063232,-0.19807434,9.918457
0.4534607,-0.19807434,9.906494
0.46542358,-0.19567871,9.913666
0.4582367,-0.20526123,9.911285
0.46063232,-0.19567871,9.911285
0.46063232,-0.21005249,9.913666
0.4582367,-0.19328308,9.918457
0.46063232,-0.2028656,9.90889
0.46063232,-0.20046997,9.901703
0.4534607,-0.20046997,9.923248
0.45584106,-0.19328308,9.90889
0.46063232,-0.19088745,9.90889
0.45584106,-0.19088745,9.913666
0.45584106,-0.20046997,9.911285
0.4534607,-0.19807434,9.913666
0.46542358,-0.19088745,9.918457
0.4582367,-0.18371582,9.916061
0.46542358,-0.20526123,9.916061
0.46063232,-0.2028656,9.911285
0.45584106,-0.19807434,9.916061
0.4678192,-0.19328308,9.911285
0.46302795,-0.20046997,9.90889
0.46063232,-0.20765686,9.911285
0.4678192,-0.20765686,9.916061
0.4534607,-0.19328308,9.918457
0.45106506,-0.2028656,9.918457
0.46542358,-0.19567871,9.913666
0.4582367,-0.19088745,9.913666
0.46063232,-0.19088745,9.901703
0.46063232,-0.19088745,9.9040985
0.4582367,-0.19088745,9.90889
0.44866943,-0.19807434,9.9040985
0.46302795,-0.19807434,9.911285
0.47021484,-0.20046997,9.911285
0.44866943,-0.20765686,9.913666
0.46302795,-0.21005249,9.918457
0.4582367,-0.19088745,9.9040985
0.46302795,-0.20046997,9.90889
0.4582367,-0.19088745,9.90889
0.46302795,-0.19328308,9.911285
0.4582367,-0.19807434,9.90889
0.46302795,-0.19088745,9.901703
0.46542358,-0.20046997,9.90889
0.4582367,-0.20046997,9.911285
0.4678192,-0.20526123,9.913666
0.46063232,-0.19328308,9.913666
0.4678192,-0.19328308,9.90889
0.46063232,-0.19807434,9.911285
0.47261047,-0.19567871,9.916061
0.46302795,-0.19328308,9.911285
0.4582367,-0.21005249,9.906494
0.46063232,-0.19088745,9.918457
0.4582367,-0.20046997,9.90889
0.4582367,-0.20046997,9.901703
0.46302795,-0.19328308,9.896912
0.46542358,-0.18849182,9.913666
0.45584106,-0.19088745,9.923248
0.45584106,-0.2028656,9.901703
0.46063232,-0.19567871,9.90889
0.4678192,-0.20046997,9.889725
